Number,Last Updated,SEC Number,Topics,Context
10-Q,Sept. 2021,SEC1296,"Securities Exchange Act of 1934, Public Companies","reported by the registrant, an additional report of the information on this form need not be made. The term “previously reporte d” is de ﬁ ned 6in Rule 12b-2 (17 CFR 240. 12b-2). A separate response need not be presented in Part II where information called for is already  disclosed "
10-Q,Sept. 2021,SEC1296,"Securities Exchange Act of 1934, Public Companies","Instruction. Working capital restrictions and other limitations upon the payment of dividends are to be reported hereunder.Item 3.  Defaults Upon Senior Securities. (a) If there has been any material default in the payment of principal, interest, a sinking or purchase fund installment, or a ny other "
11-K,Jan. 2021,SEC617,"Securities Exchange Act of 1934, Public Companies","13(a) or 15(d) of the Exchange Act. However, attention is directed to Rule 15d-21 (§240.15d-21), which provides that in certain cases the information required by this Form may be furnished with respect to the plan as a part of the annual report of such issuer. Reports on this Form shall be ﬁ led within 90 days after the end of the ﬁ scal year of the plan, provided that  plans subject to the Employee Retirement "
13H,Nov. 2011,SEC2858,Securities Exchange Act of 1934,"continuation sheets is true, correct, and complete.  It is understood that all information whether contained in the form, schedules, or continuation sheets, is considered an integral part of this form and that any amendment represents that all unamended information remains true, correct, and complete.  "
13H,Nov. 2011,SEC2858,Securities Exchange Act of 1934,"Submission of the Form.  All submissions on Form 13H must be filed electronically through the Commission’s Electronic Data Gathering, Analysis, and Retrieval (“EDGAR”) system.  For more information on filing through EDGAR, including instructions on how to obtain access to and file electronically through EDGAR, see the EDGAR Filer Manual (available on the Commission’s website at: http://www.sec.gov/info/edgar.shtml"
13H,Nov. 2011,SEC2858,Securities Exchange Act of 1934,"submitted regardless of whether the aggregate number of transactions effected reached the identifying activity level.  For voluntary filings, the large trader must input the date on which it submits its voluntary filing.  For non-voluntary filings, the large trader must input the first date "
13H,Nov. 2011,SEC2858,Securities Exchange Act of 1934,"on which the aggregate number of transactions effected reached the identifying activity level.  A non-voluntary “Initial Filing” must be submitted promptly after first effecting an aggregate number of transactions equal to or greater than the identifying activity level.  If the filing is an “Annual Filing,” input the applicable calendar year.    An “Amended Filing” must be filed promptly following the end of the calendar quarter in which any of the information contained in a Form 13H filing becomes inaccurate for any reason.  A large trader must file an “Amended Filing” when, for example, it changes its name, business address, organization type (e.g."
13H,Nov. 2011,SEC2858,Securities Exchange Act of 1934,"removes a Securities Affiliate).  If the filing is for “Inactive Status,” input the date that the large trader qualified for Inactive Status.  A large trader that has not effected aggregate transactions at any time during the previous full calendar year in an aggregate amount equal to or greater than the identifying activity level may file for Inactive Status.  A large trader shall become inactive, and exempt from the filing "
13H,Nov. 2011,SEC2858,Securities Exchange Act of 1934," If the filing is for “Reactivated Status,” indicate the date that the aggregate number of transactions again reached or exceeded the identifying activity level.  A filing for “Reactivated Status” must be submitted promptly after effecting an aggregate number of transactions --subsequent to filing for “Inactive Status” -- equal to or greater than the identifying activity level.  "
13H,Nov. 2011,SEC2858,Securities Exchange Act of 1934,"In addition, a person may voluntarily elect to file for Reactivated Status prior to effecting aggregate transactions that are equal to or greater than the identifying activity threshold.  For such voluntarily filings for “Reactivated Status,” the date of the voluntarily filing should be entered rather than the date that the aggregate number of transactions again reached or exceeded "
13H,Nov. 2011,SEC2858,Securities Exchange Act of 1934,"one surviving entity, the non-surviving large trader should specify the effective date of the merger in its Termination Filing.    The Form also requires that a large trader input its Taxpayer Identification Number.  The Form further requires a large trader to input its business and mailing addresses.  If those addresses are the same, for the mailing address field, the large trader may either input its address again or input “same.”  "
